Question,GPT4 Graduate School,GPT4 High School,GPT4 Elementary School,GPT4 Default, Web Retrieved
Why do positive and negative charges attract each other?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is the human blood red?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does temperature increase with height in the stratosphere?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is sodium stored in kerosene?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does our skin wrinkle in the water?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why doesn’t the moon fall down to the Earth?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is carbon so special in the world of chemistry?,Mechanistic,Mechanistic,Mechanistic,Teleological,Mechanistic
Why do mirrors reflect light?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do bananas slope upwards?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do photography films have to be developed in the dark?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is diamond harder than graphite?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why don’t fish drown?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do apples fall from trees?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is latitude measured in 180 degrees?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do dogs have wet noses?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is water considered a universal solvent?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Teleological
Why does cheese melt when heated?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does helium make your voice sound funny?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is acetic acid present in vinegar?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why don't spiders get caught in their own web?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do cucumbers turn bitter?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why don't clouds fall from the sky?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is lightning followed by thunder?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does gas burn blue?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is venom different from poison?,Mechanistic,Mechanistic,Teleological,Mechanistic,Mechanistic
Why does antibiotic resistance occur?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does the human eye see more shades of green than any other color?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does alcohol evaporate quicker than water?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do tree leaves turn towards light?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is there less gravity on the moon than on the Earth?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do we hear a sea shell's sound?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is mercury liquid at room temperature?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do bees sting?,Teleological,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why doesn't milk spoil when it's inside a cow?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does the tide change?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are forests important for the Earth's ecosystem?,Mechanistic,Teleological,Teleological,Mechanistic,Teleological
Why do different elements have different atomic masses?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why can't we breathe underwater?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do batteries run out?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does cement harden when mixed with water?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do our eyes have two different types of cell - rods and cones?,Mechanistic,Teleological,Teleological,Teleological,Mechanistic
Why do cactus have spines?,Teleological,Teleological,Teleological,Teleological,Teleological
Why does tea become bitter after boiling for a long time?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does the sun emit light?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does water have a high boiling point despite being a small molecule?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does rust occur on iron?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do carnivorous plants eat insects?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Teleological
Why is bleach so potent?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do birds have beaks?,Teleological,Teleological,Teleological,Teleological,Teleological
Why do certain animals hibernate?,Teleological,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do some organisms exhibit bioluminescence?,Teleological,Teleological,Teleological,Mechanistic,Teleological
Why can we see stars at night but not during the day?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do flowers have different shapes and sizes?,Mechanistic,Teleological,Teleological,Teleological,Teleological
Why does silicon exist in sand?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is pure water neutral?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do fireflies glow?,Mechanistic,Mechanistic,Mechanistic,Teleological,Mechanistic
Why is Neptune blue?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do we feel more pain when it's cold?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do fungi decompose wood and other organisms?,Teleological,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do cut fruits turn brown?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does honey never spoil?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does the human body maintain a particular temperature?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does butterfly have a short lifespan?,Teleological,Teleological,Mechanistic,Mechanistic,Mechanistic
Why do snails produce slime?,Teleological,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do humans have hair on their body?,Teleological,Teleological,Teleological,Teleological,Mechanistic
Why does the human brain have two hemispheres?,Mechanistic,Mechanistic,Teleological,Mechanistic,Mechanistic
Why do pine cones open when dry?,Mechanistic,Teleological,Teleological,Mechanistic,Mechanistic
Why do Jupiter and Saturn have rings?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is soap able to clean greasy substances?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does the heart rate increase with exercise?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are leaves green and not other colors?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does the moon have craters?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do we have different seasons?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does salt melt ice?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is gold valuable?,Teleological,Teleological,Teleological,Teleological,Teleological
Why do birds have feathers?,Teleological,Teleological,Teleological,Teleological,Teleological
Why does water boil?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do magnets attract metal?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is carbon important?,Teleological,Teleological,Teleological,Teleological,Teleological
Why do humans need to breathe oxygen?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does lightning strike?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do trees lose leaves in the fall?,Mechanistic,Teleological,Mechanistic,Mechanistic,Mechanistic
Why do earthquakes happen?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does water freeze?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are there different blood types?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do flowers have different colors?,Mechanistic,Teleological,Mechanistic,Mechanistic,Mechanistic
Why do humans need to drink water?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does the sun rise in the east?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do fruits change color as they ripen?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does beer foam?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is copper conductive?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do hummingbirds flap their wings so fast?,Mechanistic,Teleological,Mechanistic,Mechanistic,Mechanistic
Why is gravity important?,Mechanistic,Teleological,Teleological,Mechanistic,Mechanistic
Why is there no air in space?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do sound waves travel faster in solids?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does hair turn grey?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is Nitrogen important for plants?,Teleological,Mechanistic,Teleological,Mechanistic,Mechanistic
Why is honey sticky?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do batteries die?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are whales mammals?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is plastic not biodegradable?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do genes matter?,Mechanistic,Teleological,Teleological,Teleological,Mechanistic
Why does soap kill bacteria?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do we blink?,Mechanistic,Teleological,Mechanistic,Teleological,Mechanistic
Why do mosquitos bite?,Mechanistic,Mechanistic,Mechanistic,Teleological,Mechanistic
Why do onions make you cry?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do ants live in colonies?,Mechanistic,Teleological,Teleological,Teleological,Teleological
Why do humans need to sleep?,Mechanistic,Teleological,Teleological,Mechanistic,Mechanistic
Why can't humans breathe underwater?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is water a universal solvent?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Teleological
Why do apples turn brown after being cut?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do metals conduct heat well?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is sulfur used in fireworks?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do icebergs float?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are clouds white?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is Chlorophyll green?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is sodium explosive in water?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do clouds form?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does photosynthesis occur?,Mechanistic,Teleological,Mechanistic,Mechanistic,Mechanistic
Why do bees die after stinging?,Teleological,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do we have day and night?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why can't we see air?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is the touch sense important?,Teleological,Teleological,Teleological,Teleological,Mechanistic
Why does vinegar react with baking soda?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do planets rotate?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are metals malleable?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does fire produce light?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is the heart so important?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is oxygen a diatomic molecule?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do solar panels need sunlight?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are veins blue?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are plants immobile?,Teleological,Mechanistic,Mechanistic,Teleological,Mechanistic
Why is helium lighter than air?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do dogs wag their tails?,Teleological,Teleological,Teleological,Teleological,Teleological
Why is silicon used in computer chips?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are liquids incompressible?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are diamonds hard?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does rust occur?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does evaporation cause cooling?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does rain occur?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does caffeine wake you up?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are hurricanes destructive?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does fermentation occur?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are fossils important?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Teleological
Why is plastics not a conductor of electricity?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is baking powder used in cakes?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are snowflakes unique?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is the ozone hole a concern?,Mechanistic,Teleological,Teleological,Teleological,Mechanistic
Why do things seem slower under water?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do flowers smell?,Mechanistic,Teleological,Teleological,Teleological,Mechanistic
Why are some bacteria beneficial?,Mechanistic,Mechanistic,Teleological,Mechanistic,Teleological
Why does geyser water get hot?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do mushrooms grow in moist places?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why don't oceans freeze completely in winter?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do objects fall towards the ground?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are leaves green?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does the moon change its shape?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do trees lose their leaves in autumn?,Mechanistic,Mechanistic,Teleological,Teleological,Mechanistic
Why is the grass green?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do we need to breathe?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do birds fly south for the winter?,Mechanistic,Mechanistic,Teleological,Teleological,Mechanistic
Why can't humans fly?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is water important for life?,Mechanistic,Teleological,Mechanistic,Mechanistic,Mechanistic
Why do we sleep?,Teleological,Teleological,Mechanistic,Teleological,Mechanistic
Why are there seasons?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is solar energy considered renewable?,Mechanistic,Teleological,Teleological,Mechanistic,Mechanistic
Why do hurricanes form?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why can't some people see colors?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do some metals conduct electricity better than others?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does sound travel faster in solids than in gases?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why is a year 365 days?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do some animals hibernate?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why does salt dissolve in water?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do we sneeze?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why do deserts exist?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why can't we drink sea water?,Mechanistic,Mechanistic,Mechanistic,Mechanistic,Mechanistic
Why are there different types of blood groups?,Teleological,Teleological,Mechanistic,Teleological,Mechanistic
