Question,Web Retrieved
Why do we get dizzy?,Mechanistic
Why does aluminum foil not get hot in the oven?,Mechanistic
Why is DNA replication important?,Mechanistic
Why do we get goosebumps when cold or scared?,Mechanistic
Why does salt lower the boiling point of water?,Mechanistic
Why does yeast make bread rise?,Mechanistic
Why do colors fade in sunlight?,Mechanistic
Why is nuclear energy so powerful?,Mechanistic
Why do magnets have a north and south pole?,Mechanistic
Why does adding salt make food taste better?,Mechanistic
Why is our blood circulation system closed?,Mechanistic
Why do lobsters turn red when cooked?,Mechanistic
Why do rechargeable batteries eventually stop working?,Mechanistic
Why are eggs oval shaped?,Mechanistic
Why is it dark at night?,Mechanistic
Why do butterflies have such vibrant colors?,Teleological
Why does fire need oxygen to burn?,Mechanistic
Why is water used as a coolant?,Mechanistic
Why do ears pop on a plane?,Mechanistic
Why do some animals have bright colors?,Teleological
Why do substances have different densities?,Mechanistic
Why do our fingers get wrinkled in water?,Mechanistic
Why do different elements have different atomic weights?,Mechanistic
Why is there an upper limit to cell size?,Mechanistic
Why do some lights emit heat while others do not?,Mechanistic
Why do muscles get sore after exercise?,Mechanistic
Why do leaves fall in autumn?,Mechanistic
Why is safety glass used in vehicles?,Mechanistic
Why do planets revolve around the sun in elliptical orbits?,Mechanistic
Why can plants make their own food and we cannot?,Mechanistic
Why does food spoil?,Mechanistic
Why are colds more common in winter?,Mechanistic
Why is sea level rising?,Mechanistic
Why does the moon cause tides?,Mechanistic
Why do apples turn brown after cutting?,Mechanistic
Why does Venus rotate in the opposite direction?,Mechanistic
Why do hurricanes spin?,Mechanistic
Why does electricity cause a bulb to produce light?,Mechanistic
Why does a prism produce a rainbow?,Mechanistic
Why is biodiversity important in an ecosystem?,Teleological
Why are cells important to the body?,Mechanistic
Why does air pressure drop with altitude?,Mechanistic
Why do we have different types of blood?,Mechanistic
Why do different elements have different atomic numbers?,Mechanistic
Why is genetic variation important?,Mechanistic
Why are antibiotics not effective against viruses?,Mechanistic
Why does earth have a magnetic field?,Mechanistic
Why does sugar dissolve in water?,Mechanistic
Why does sound travel faster in solids?,Mechanistic
Why can't light escape a black hole?,Mechanistic
Why do humans need sleep?,Mechanistic
Why is chlorine added to water?,Teleological
Why is Pi an irrational number?,Mechanistic
Why is the heart considered a muscle?,Mechanistic
Why do we dream while sleeping?,Mechanistic
Why do atoms bond together?,Teleological
Why are fossil fuels non-renewable?,Mechanistic
Why is friction necessary?,Mechanistic
Why does DNA replicate itself?,Mechanistic
Why is a rainbow curved?,Mechanistic
Why are there seasons on earth?,Mechanistic
Why is the sky darker at night than during twilight?,Mechanistic
Why do mushrooms grow in damp places?,Mechanistic
Why is nuclear energy dangerous?,Mechanistic
Why do planes have to attain a certain speed for takeoff?,Mechanistic
Why does grass appear green?,Mechanistic
Why do certain gases smell bad?,Mechanistic
Why is global warming happening?,Mechanistic
Why do some people have allergies?,Mechanistic
Why does water boil at 100 degrees Celsius?,Mechanistic
Why can radio waves travel through space?,Mechanistic
Why can't a square be a rectangle?,Mechanistic
Why is water's boiling point at high elevations lower?,Mechanistic
Why does wax melt when heated?,Mechanistic
Why can't plants grow without sunlight?,Mechanistic
Why is our vision blurred underwater?,Mechanistic
Why do jellyfish sting?,Mechanistic
Why are isotopes of the same element different?,Mechanistic
Why does helium make your voice sound higher?,Mechanistic
Why is chlorophyll green?,Mechanistic
Why do astronauts wear spacesuits?,Mechanistic
Why do snakes use infrared vision?,Mechanistic
Why do giraffes have long necks?,Teleological
Why are there different elements in the periodic table?,Mechanistic
Why do we require oxygen to survive?,Mechanistic
Why do animals use camouflage?,Teleological
Why does the body need vitamins?,Mechanistic
Why are night vision goggles green?,Mechanistic
Why do fish travel in schools?,Mechanistic
Why do earthworms come out when it rains?,Mechanistic
Why do leaves photosynthesize?,Mechanistic
Why does our body need vitamins?,Mechanistic
Why is the sky blue during the day and red during sunset?,Mechanistic
Why is photosynthesis essential for life on Earth?,Mechanistic
Why is the speed of light considered constant?,Mechanistic
Why can't we see dark matter?,Mechanistic
Why do we have dreams?,Teleological
Why are there saltwater and freshwater fish?,Mechanistic
Why does sound travel faster in water than in air?,Mechanistic
Why does lightning occur?,Mechanistic
Why does the moon influence the tides?,Mechanistic
Why do we need sleep?,Mechanistic
Why are there time zones?,Mechanistic
Why does alcohol make you drunk?,Mechanistic
Why is DNA helical?,Mechanistic
Why do fermented foods have probiotics?,Mechanistic
Why are there phases of the moon?,Mechanistic
Why does water expand when frozen?,Mechanistic
Why do we need to breathe oxygen?,Mechanistic
Why does carbon dioxide contribute to global warming?,Mechanistic
Why do some organisms produce bioluminescence?,Teleological
Why does a mirror reflect?,Mechanistic
Why does coffee make you alert?,Mechanistic
Why are drugs addictive?,Mechanistic
Why is the placebo effect effective?,Mechanistic
Why do genes determine characteristics?,Mechanistic
Why are tumors dangerous?,Mechanistic
Why do eyes come in different colors?,Mechanistic
Why is hydrogen flammable?,Mechanistic
Why do we have body hair?,Mechanistic
Why do we feel cold when wet?,Mechanistic
Why does brain activity consume so much energy?,Mechanistic
Why do insects have exoskeletons?,Mechanistic
Why are there deserts?,Mechanistic
Why does paper burn when lit?,Mechanistic
Why are vaccines important?,Teleological
Why is there gravity on earth?,Mechanistic
Why can't some people consume lactose?,Mechanistic
Why are there species extinction?,Mechanistic
Why do trees produce oxygen?,Mechanistic
Why does the earth have a magnetic field?,Mechanistic
Why do we get fevers when sick?,Mechanistic
Why is too much cholesterol harmful?,Mechanistic
Why is there erosion?,Mechanistic
Why do plants have different shapes of leaves?,Teleological
Why does the earth rotate?,Mechanistic
Why are some rocks magnetic?,Mechanistic
Why are there tectonic plates?,Mechanistic
Why don't all liquids mix?,Mechanistic
Why do we have nightmares?,Mechanistic
Why is climate change occurring?,Mechanistic
Why do nerves conduct electrical signals?,Mechanistic
Why does metal conduct heat?,Mechanistic
Why do geysers erupt?,Mechanistic
Why can't we breathe underwater like fish?,Mechanistic
Why are bubbles always round?,Mechanistic
Why can't light escape from a black hole?,Mechanistic
Why do things fall when we drop them?,Mechanistic
Why do we see a rainbow after it rains?,Mechanistic
Why are honey bees important to our ecosystem?,Mechanistic
Why does our body need vitamins and minerals?,Mechanistic
Why is the sky blue?,Mechanistic
Why is it hotter in summer than in winter?,Mechanistic
Why do dogs bark?,Mechanistic
Why does soap clean surfaces?,Mechanistic
Why do we need to eat a balanced diet?,Teleological
Why do our bodies need sleep?,Mechanistic
Why do we burp?,Mechanistic
Why is it cool in the mountains?,Mechanistic
Why do we have daylight and darkness?,Mechanistic
Why does rain fall?,Mechanistic
Why do cuts hurt?,Mechanistic
Why do different elements have different chemical properties?,Mechanistic
Why are forests important for the environment?,Mechanistic
Why do we have different races?,Mechanistic
Why is sugar bad for your health?,Mechanistic
Why do we bleed when we get hurt?,Mechanistic
Why do we get wrinkles?,Mechanistic
Why does the sun set in the west?,Mechanistic
Why do some organisms use asexual reproduction?,Mechanistic
Why does the human body have a constant temperature?,Mechanistic
Why do humans have fingerprints?,Mechanistic
Why do we see images in mirrors?,Mechanistic
Why are some genetic traits dominant over others?,Mechanistic
Why is the earth's atmosphere important?,Teleological
Why do we need oxygen?,Mechanistic
Why do gases expand when heated?,Mechanistic
Why is Earth's magnetic field important?,Mechanistic
Why do we have hair?,Teleological
Why are polar bears white?,Teleological
Why do cyclones rotate in the opposite direction in the southern hemisphere?,Mechanistic
Why do chemical reactions occur?,Mechanistic
Why can we see our breath in the cold?,Mechanistic
Why do penguins waddle?,Mechanistic
"Why does wood burn, but not melt?",Mechanistic
Why do living organisms need water?,Mechanistic
Why do some animals have fur?,Mechanistic
Why do our hearts beat faster when we exercise?,Mechanistic
Why do animals have different types of teeth?,Teleological
Why do our ears pop when we go to high altitudes?,Mechanistic
Why do bats hang upside down?,Mechanistic
Why do we have eyebrows?,Teleological
Why are some people left handed?,Mechanistic
Why do we need to blink our eyes?,Mechanistic
Why do some animals live in groups?,Mechanistic
Why does insulin regulate blood sugar levels?,Mechanistic
Why do some organisms glow in the dark?,Mechanistic
Why do our fingers prune in water?,Mechanistic
Why does sweating cool you down?,Mechanistic
Why do certain diseases only affect humans?,Mechanistic
Why does a rainbow form after rain?,Mechanistic
Why do certain substances emit light when heated?,Mechanistic
Why can't we see the wind?,Mechanistic
Why does the moon appear to change shape?,Mechanistic
Why is DNA important?,Mechanistic
Why do certain fruits change color when they ripen?,Mechanistic
Why do we feel dizzy after spinning quickly?,Mechanistic
Why do men have Adams apples?,Teleological
Why do trees lose their leaves in winter?,Mechanistic
Why is Mars red?,Mechanistic
Why do bubbles pop?,Mechanistic
Why do antibiotics not work against viruses?,Mechanistic
Why do we see stars twinkling?,Mechanistic
Why are sunsets colorful?,Mechanistic
Why do deep-sea fishes look so strange?,Mechanistic
Why do electrons have a negative charge?,Mechanistic
Why does every snowflake have a unique design?,Mechanistic
Why is the Spider's web strong?,Mechanistic
Why is oxygen important for survival?,Mechanistic
Why do leaves fall from trees in the fall?,Mechanistic
Why do bees produce honey?,Teleological
Why does our voice echo?,Mechanistic
Why do planes fly?,Mechanistic
Why do clouds move?,Mechanistic
Why does an apple fall from a tree?,Mechanistic
Why is pure water tasteless?,Mechanistic
Why is the moon sometimes visible during the day?,Mechanistic
Why do enzymes speed up chemical reactions?,Mechanistic
Why does night occur?,Mechanistic
Why does the shape of the moon change every day?,Mechanistic
Why do our stomachs grumble?,Mechanistic
Why does hot air rise?,Mechanistic
Why do our muscles get tired after exercise?,Mechanistic
Why do some fruits ripen after being picked?,Mechanistic
Why are some metals more reactive than others?,Mechanistic
"Why do limbs ""fall asleep""?",Mechanistic
Why is nuclear fusion important in stars?,Mechanistic
Why do popcorn kernels pop?,Mechanistic
Why are some people colorblind?,Mechanistic
Why do balloons expand with heat?,Mechanistic
Why do plants bend toward the sunlight?,Mechanistic
Why does coffee keep you awake?,Mechanistic
Why do flowers bloom in Spring?,Mechanistic
Why do batteries eventually die?,Mechanistic
Why does touching a cold metal object feel colder than touching a cold non-metal object?,Mechanistic
Why do zebras have stripes?,Teleological
Why does adding sugar to water make it sweet?,Mechanistic
Why can insects walk on water?,Mechanistic
